date2,nsa2
"Saturday, December 29, 2018",327388
"Saturday, January 5, 2019",350681
"Saturday, January 12, 2019",343678
"Saturday, January 19, 2019",269369
"Saturday, January 26, 2019",250580
"Saturday, February 2, 2019",254263
"Saturday, February 9, 2019",242762
"Saturday, February 16, 2019",210679
"Saturday, February 23, 2019",203049
"Saturday, March 2, 2019",220540
"Saturday, March 9, 2019",209302
"Saturday, March 16, 2019",194335
"Saturday, March 23, 2019",190023
"Saturday, March 30, 2019",183775
"Saturday, April 6, 2019",196071
"Saturday, April 13, 2019",196364
"Saturday, April 20, 2019",211762
"Saturday, April 27, 2019",204755
"Saturday, May 4, 2019",204033
"Saturday, May 11, 2019",188264
"Saturday, May 18, 2019",191931
"Saturday, May 25, 2019",198194
"Saturday, June 1, 2019",189577
"Saturday, June 8, 2019",220186
"Saturday, June 15, 2019",205921
"Saturday, June 22, 2019",225819
"Saturday, June 29, 2019",224565
"Saturday, July 6, 2019",231995
"Saturday, July 13, 2019",243621
"Saturday, July 20, 2019",196382
"Saturday, July 27, 2019",178897
"Saturday, August 3, 2019",179879
"Saturday, August 10, 2019",186914
"Saturday, August 17, 2019",171386
"Saturday, August 24, 2019",176867
"Saturday, August 31, 2019",179516
"Saturday, September 7, 2019",160342
"Saturday, September 14, 2019",173134
"Saturday, September 21, 2019",175394
"Saturday, September 28, 2019",172968
"Saturday, October 5, 2019",188106
"Saturday, October 12, 2019",201677
"Saturday, October 19, 2019",186748
"Saturday, October 26, 2019",198733
"Saturday, November 2, 2019",205625
"Saturday, November 9, 2019",238996
"Saturday, November 16, 2019",227892
"Saturday, November 23, 2019",252428
"Saturday, November 30, 2019",216827
"Saturday, December 7, 2019",317866
"Saturday, December 14, 2019",270547
"Saturday, December 21, 2019",287243
"Saturday, December 28, 2019",312524
"Saturday, January 4, 2020",335480
"Saturday, January 11, 2020",338550
"Saturday, January 18, 2020",282088
"Saturday, January 25, 2020",229002
"Saturday, February 1, 2020",224664
"Saturday, February 8, 2020",219601
"Saturday, February 15, 2020",209336
"Saturday, February 22, 2020",198832
"Saturday, February 29, 2020",216605
"Saturday, March 7, 2020",200382
"Saturday, March 14, 2020",251416
"Saturday, March 21, 2020",2898450
"Saturday, March 28, 2020",5823917
