date2,nsa2
"Saturday, March 22, 2003",361492
"Saturday, March 29, 2003",371692
"Saturday, April 5, 2003",394160
"Saturday, April 12, 2003",434911
"Saturday, April 19, 2003",399180
"Saturday, April 26, 2003",401342
"Saturday, May 3, 2003",377383
"Saturday, May 10, 2003",364287
"Saturday, May 17, 2003",362276
"Saturday, May 24, 2003",359500
"Saturday, May 31, 2003",351890
"Saturday, June 7, 2003",421190
"Saturday, June 14, 2003",383371
"Saturday, June 21, 2003",376560
"Saturday, June 28, 2003",394214
"Saturday, July 5, 2003",483401
"Saturday, July 12, 2003",552621
"Saturday, July 19, 2003",429381
"Saturday, July 26, 2003",348382
"Saturday, August 2, 2003",333770
"Saturday, August 9, 2003",348207
"Saturday, August 16, 2003",312087
"Saturday, August 23, 2003",313058
"Saturday, August 30, 2003",319362
"Saturday, September 6, 2003",322501
"Saturday, September 13, 2003",328414
"Saturday, September 20, 2003",301217
"Saturday, September 27, 2003",304968
"Saturday, October 4, 2003",337880
"Saturday, October 11, 2003",368876
"Saturday, October 18, 2003",328572
"Saturday, October 25, 2003",352117
"Saturday, November 1, 2003",345573
"Saturday, November 8, 2003",397387
"Saturday, November 15, 2003",347719
"Saturday, November 22, 2003",397990
"Saturday, November 29, 2003",357811
"Saturday, December 6, 2003",486202
"Saturday, December 13, 2003",412627
"Saturday, December 20, 2003",424192
"Saturday, December 27, 2003",516493
"Saturday, January 3, 2004",552815
"Saturday, January 10, 2004",677897
"Saturday, January 17, 2004",490763
"Saturday, January 24, 2004",382262
"Saturday, January 31, 2004",406298
"Saturday, February 7, 2004",433234
"Saturday, February 14, 2004",341634
"Saturday, February 21, 2004",328171
"Saturday, February 28, 2004",342140
"Saturday, March 6, 2004",339007
"Saturday, March 13, 2004",312067
"Saturday, March 20, 2004",304462
"Saturday, March 27, 2004",296776
"Saturday, April 3, 2004",304249
"Saturday, April 10, 2004",350739
"Saturday, April 17, 2004",334965
"Saturday, April 24, 2004",313686
"Saturday, May 1, 2004",283236
"Saturday, May 8, 2004",292754
"Saturday, May 15, 2004",297061
"Saturday, May 22, 2004",293974
"Saturday, May 29, 2004",304067
"Saturday, June 5, 2004",308229
"Saturday, June 12, 2004",313930
"Saturday, June 19, 2004",322481
"Saturday, June 26, 2004",318746
"Saturday, July 3, 2004",349920
"Saturday, July 10, 2004",444531
"Saturday, July 17, 2004",394372
"Saturday, July 24, 2004",313225
"Saturday, July 31, 2004",282128
"Saturday, August 7, 2004",291611
"Saturday, August 14, 2004",262936
"Saturday, August 21, 2004",274433
"Saturday, August 28, 2004",276308
"Saturday, September 4, 2004",274930
"Saturday, September 11, 2004",250568
"Saturday, September 18, 2004",275846
"Saturday, September 25, 2004",282729
"Saturday, October 2, 2004",279591
"Saturday, October 9, 2004",338711
"Saturday, October 16, 2004",279846
"Saturday, October 23, 2004",317573
"Saturday, October 30, 2004",305546
"Saturday, November 6, 2004",351404
"Saturday, November 13, 2004",311901
"Saturday, November 20, 2004",355954
"Saturday, November 27, 2004",320690
"Saturday, December 4, 2004",473570
"Saturday, December 11, 2004",370604
"Saturday, December 18, 2004",374749
"Saturday, December 25, 2004",446699
"Saturday, January 1, 2005",540927
"Saturday, January 8, 2005",693776
"Saturday, January 15, 2005",467862
"Saturday, January 22, 2005",360583
"Saturday, January 29, 2005",364704
"Saturday, February 5, 2005",347391
"Saturday, February 12, 2005",309290
"Saturday, February 19, 2005",303814
"Saturday, February 26, 2005",290776
"Saturday, March 5, 2005",332067
"Saturday, March 12, 2005",307061
"Saturday, March 19, 2005",290719
"Saturday, March 26, 2005",291378
"Saturday, April 2, 2005",294994
"Saturday, April 9, 2005",339709
"Saturday, April 16, 2005",285657
"Saturday, April 23, 2005",299891
"Saturday, April 30, 2005",290824
"Saturday, May 7, 2005",297347
"Saturday, May 14, 2005",275524
"Saturday, May 21, 2005",276761
"Saturday, May 28, 2005",304306
"Saturday, June 4, 2005",289914
"Saturday, June 11, 2005",315938
"Saturday, June 18, 2005",289831
"Saturday, June 25, 2005",286681
"Saturday, July 2, 2005",327268
"Saturday, July 9, 2005",427323
"Saturday, July 16, 2005",374665
"Saturday, July 23, 2005",295026
"Saturday, July 30, 2005",261906
"Saturday, August 6, 2005",269746
"Saturday, August 13, 2005",257151
"Saturday, August 20, 2005",252016
"Saturday, August 27, 2005",251642
"Saturday, September 3, 2005",271613
"Saturday, September 10, 2005",322387
"Saturday, September 17, 2005",346204
"Saturday, September 24, 2005",292435
"Saturday, October 1, 2005",313847
"Saturday, October 8, 2005",380093
"Saturday, October 15, 2005",303158
"Saturday, October 22, 2005",304733
"Saturday, October 29, 2005",294376
"Saturday, November 5, 2005",340491
"Saturday, November 12, 2005",283564
"Saturday, November 19, 2005",368859
"Saturday, November 26, 2005",290730
"Saturday, December 3, 2005",444600
"Saturday, December 10, 2005",391961
"Saturday, December 17, 2005",359108
"Saturday, December 24, 2005",433397
"Saturday, December 31, 2005",475889
"Saturday, January 7, 2006",555114
"Saturday, January 14, 2006",439873
"Saturday, January 21, 2006",317926
"Saturday, January 28, 2006",318805
"Saturday, February 4, 2006",321527
"Saturday, February 11, 2006",310078
"Saturday, February 18, 2006",269571
"Saturday, February 25, 2006",272478
"Saturday, March 4, 2006",301867
"Saturday, March 11, 2006",294764
"Saturday, March 18, 2006",269237
"Saturday, March 25, 2006",265370
"Saturday, April 1, 2006",253985
"Saturday, April 8, 2006",314696
"Saturday, April 15, 2006",268472
"Saturday, April 22, 2006",291349
"Saturday, April 29, 2006",279715
"Saturday, May 6, 2006",317239
"Saturday, May 13, 2006",288972
"Saturday, May 20, 2006",277168
"Saturday, May 27, 2006",292714
"Saturday, June 3, 2006",260263
"Saturday, June 10, 2006",285892
"Saturday, June 17, 2006",277441
"Saturday, June 24, 2006",287503
"Saturday, July 1, 2006",304638
"Saturday, July 8, 2006",418363
"Saturday, July 15, 2006",377115
"Saturday, July 22, 2006",288875
"Saturday, July 29, 2006",259974
"Saturday, August 5, 2006",275430
"Saturday, August 12, 2006",256259
"Saturday, August 19, 2006",252357
"Saturday, August 26, 2006",251275
"Saturday, September 2, 2006",259539
"Saturday, September 9, 2006",240231
"Saturday, September 16, 2006",267036
"Saturday, September 23, 2006",261396
"Saturday, September 30, 2006",249288
"Saturday, October 7, 2006",307646
"Saturday, October 14, 2006",271863
"Saturday, October 21, 2006",291372
"Saturday, October 28, 2006",301079
"Saturday, November 4, 2006",326711
"Saturday, November 11, 2006",286151
"Saturday, November 18, 2006",367690
"Saturday, November 25, 2006",323509
"Saturday, December 2, 2006",448898
"Saturday, December 9, 2006",384123
"Saturday, December 16, 2006",361672
"Saturday, December 23, 2006",425357
"Saturday, December 30, 2006",499979
"Saturday, January 6, 2007",506059
"Saturday, January 13, 2007",506709
"Saturday, January 20, 2007",367583
"Saturday, January 27, 2007",359959
"Saturday, February 3, 2007",339018
"Saturday, February 10, 2007",363018
"Saturday, February 17, 2007",305945
"Saturday, February 24, 2007",299000
"Saturday, March 3, 2007",320194
"Saturday, March 10, 2007",298927
"Saturday, March 17, 2007",277187
"Saturday, March 24, 2007",273432
"Saturday, March 31, 2007",268218
"Saturday, April 7, 2007",328266
"Saturday, April 14, 2007",317917
"Saturday, April 21, 2007",303984
"Saturday, April 28, 2007",267672
"Saturday, May 5, 2007",274801
"Saturday, May 12, 2007",258516
"Saturday, May 19, 2007",270446
"Saturday, May 26, 2007",273397
"Saturday, June 2, 2007",263527
"Saturday, June 9, 2007",302368
"Saturday, June 16, 2007",290951
"Saturday, June 23, 2007",292583
"Saturday, June 30, 2007",300348
"Saturday, July 7, 2007",417554
"Saturday, July 14, 2007",383839
"Saturday, July 21, 2007",298366
"Saturday, July 28, 2007",257426
"Saturday, August 4, 2007",270563
"Saturday, August 11, 2007",266420
"Saturday, August 18, 2007",257573
"Saturday, August 25, 2007",266179
"Saturday, September 1, 2007",257454
"Saturday, September 8, 2007",245526
"Saturday, September 15, 2007",261971
"Saturday, September 22, 2007",247643
"Saturday, September 29, 2007",255431
"Saturday, October 6, 2007",298317
"Saturday, October 13, 2007",306519
"Saturday, October 20, 2007",307675
"Saturday, October 27, 2007",303357
"Saturday, November 3, 2007",325831
"Saturday, November 10, 2007",351760
"Saturday, November 17, 2007",323124
"Saturday, November 24, 2007",324047
"Saturday, December 1, 2007",462902
"Saturday, December 8, 2007",423130
"Saturday, December 15, 2007",393042
"Saturday, December 22, 2007",456280
"Saturday, December 29, 2007",507908
"Saturday, January 5, 2008",522700
"Saturday, January 12, 2008",547943
"Saturday, January 19, 2008",415397
"Saturday, January 26, 2008",369498
"Saturday, February 2, 2008",380234
"Saturday, February 9, 2008",377595
"Saturday, February 16, 2008",325886
"Saturday, February 23, 2008",330013
"Saturday, March 1, 2008",345287
"Saturday, March 8, 2008",341364
"Saturday, March 15, 2008",335909
"Saturday, March 22, 2008",316208
"Saturday, March 29, 2008",342189
"Saturday, April 5, 2008",357209
"Saturday, April 12, 2008",370960
"Saturday, April 19, 2008",328334
"Saturday, April 26, 2008",337854
"Saturday, May 3, 2008",335533
"Saturday, May 10, 2008",325479
"Saturday, May 17, 2008",319817
"Saturday, May 24, 2008",326627
"Saturday, May 31, 2008",300989
"Saturday, June 7, 2008",373033
"Saturday, June 14, 2008",349254
"Saturday, June 21, 2008",358158
"Saturday, June 28, 2008",368544
"Saturday, July 5, 2008",401672
"Saturday, July 12, 2008",476071
"Saturday, July 19, 2008",403607
"Saturday, July 26, 2008",374182
"Saturday, August 2, 2008",381887
"Saturday, August 9, 2008",372807
"Saturday, August 16, 2008",342164
"Saturday, August 23, 2008",344255
"Saturday, August 30, 2008",360485
"Saturday, September 6, 2008",336131
"Saturday, September 13, 2008",381720
"Saturday, September 20, 2008",397610
"Saturday, September 27, 2008",392121
"Saturday, October 4, 2008",426786
"Saturday, October 11, 2008",454100
"Saturday, October 18, 2008",416114
"Saturday, October 25, 2008",449429
"Saturday, November 1, 2008",466373
"Saturday, November 8, 2008",539812
"Saturday, November 15, 2008",513047
"Saturday, November 22, 2008",609128
"Saturday, November 29, 2008",537230
"Saturday, December 6, 2008",760481
"Saturday, December 13, 2008",629867
"Saturday, December 20, 2008",719691
"Saturday, December 27, 2008",717000
"Saturday, January 3, 2009",731958
"Saturday, January 10, 2009",956791
"Saturday, January 17, 2009",763987
"Saturday, January 24, 2009",620143
"Saturday, January 31, 2009",682176
"Saturday, February 7, 2009",710152
"Saturday, February 14, 2009",619951
"Saturday, February 21, 2009",605668
"Saturday, February 28, 2009",645827
"Saturday, March 7, 2009",652635
"Saturday, March 14, 2009",601192
"Saturday, March 21, 2009",590067
"Saturday, March 28, 2009",599299
"Saturday, April 4, 2009",623279
"Saturday, April 11, 2009",610522
"Saturday, April 18, 2009",596564
"Saturday, April 25, 2009",583457
"Saturday, May 2, 2009",536648
"Saturday, May 9, 2009",570412
"Saturday, May 16, 2009",540925
"Saturday, May 23, 2009",538311
"Saturday, May 30, 2009",500380
"Saturday, June 6, 2009",581092
"Saturday, June 13, 2009",562449
"Saturday, June 20, 2009",572425
"Saturday, June 27, 2009",563387
"Saturday, July 4, 2009",585963
"Saturday, July 11, 2009",677038
"Saturday, July 18, 2009",590730
"Saturday, July 25, 2009",516351
"Saturday, August 1, 2009",470988
"Saturday, August 8, 2009",486586
"Saturday, August 15, 2009",461780
"Saturday, August 22, 2009",460998
"Saturday, August 29, 2009",460525
"Saturday, September 5, 2009",470079
"Saturday, September 12, 2009",414557
"Saturday, September 19, 2009",441311
"Saturday, September 26, 2009",449620
"Saturday, October 3, 2009",456233
"Saturday, October 10, 2009",513852
"Saturday, October 17, 2009",464985
"Saturday, October 24, 2009",499374
"Saturday, October 31, 2009",487714
"Saturday, November 7, 2009",537230
"Saturday, November 14, 2009",479350
"Saturday, November 21, 2009",547022
"Saturday, November 28, 2009",462090
"Saturday, December 5, 2009",673097
"Saturday, December 12, 2009",561655
"Saturday, December 19, 2009",571378
"Saturday, December 26, 2009",561852
"Saturday, January 2, 2010",651215
"Saturday, January 9, 2010",825891
"Saturday, January 16, 2010",659173
"Saturday, January 23, 2010",507651
"Saturday, January 30, 2010",538617
"Saturday, February 6, 2010",512463
"Saturday, February 13, 2010",482078
"Saturday, February 20, 2010",458160
"Saturday, February 27, 2010",474662
"Saturday, March 6, 2010",462679
"Saturday, March 13, 2010",439061
"Saturday, March 20, 2010",413067
"Saturday, March 27, 2010",412710
"Saturday, April 3, 2010",421130
"Saturday, April 10, 2010",514136
"Saturday, April 17, 2010",436814
"Saturday, April 24, 2010",429196
"Saturday, May 1, 2010",399350
"Saturday, May 8, 2010",414327
"Saturday, May 15, 2010",414572
"Saturday, May 22, 2010",410778
"Saturday, May 29, 2010",418873
"Saturday, June 5, 2010",398864
"Saturday, June 12, 2010",448305
"Saturday, June 19, 2010",427080
"Saturday, June 26, 2010",444712
"Saturday, July 3, 2010",470366
"Saturday, July 10, 2010",515991
"Saturday, July 17, 2010",502065
"Saturday, July 24, 2010",413679
"Saturday, July 31, 2010",402140
"Saturday, August 7, 2010",425471
"Saturday, August 14, 2010",405484
"Saturday, August 21, 2010",384955
"Saturday, August 28, 2010",383135
"Saturday, September 4, 2010",381863
"Saturday, September 11, 2010",341791
"Saturday, September 18, 2010",382341
"Saturday, September 25, 2010",372551
"Saturday, October 2, 2010",373681
"Saturday, October 9, 2010",462667
"Saturday, October 16, 2010",394016
"Saturday, October 23, 2010",408489
"Saturday, October 30, 2010",421097
"Saturday, November 6, 2010",452657
"Saturday, November 13, 2010",409548
"Saturday, November 20, 2010",464817
"Saturday, November 27, 2010",412922
"Saturday, December 4, 2010",585711
"Saturday, December 11, 2010",491776
"Saturday, December 18, 2010",495548
"Saturday, December 25, 2010",525710
"Saturday, January 1, 2011",578904
"Saturday, January 8, 2011",773499
"Saturday, January 15, 2011",549688
"Saturday, January 22, 2011",485950
"Saturday, January 29, 2011",464775
"Saturday, February 5, 2011",440706
"Saturday, February 12, 2011",424400
"Saturday, February 19, 2011",380985
"Saturday, February 26, 2011",353797
"Saturday, March 5, 2011",407299
"Saturday, March 12, 2011",371721
"Saturday, March 19, 2011",354457
"Saturday, March 26, 2011",357457
"Saturday, April 2, 2011",353817
"Saturday, April 9, 2011",448029
"Saturday, April 16, 2011",381834
"Saturday, April 23, 2011",387867
"Saturday, April 30, 2011",415974
"Saturday, May 7, 2011",397737
"Saturday, May 14, 2011",361573
"Saturday, May 21, 2011",376632
"Saturday, May 28, 2011",381497
"Saturday, June 4, 2011",366816
"Saturday, June 11, 2011",400608
"Saturday, June 18, 2011",394286
"Saturday, June 25, 2011",406633
"Saturday, July 2, 2011",425640
"Saturday, July 9, 2011",473963
"Saturday, July 16, 2011",470086
"Saturday, July 23, 2011",369207
"Saturday, July 30, 2011",341103
"Saturday, August 6, 2011",354408
"Saturday, August 13, 2011",346014
"Saturday, August 20, 2011",344870
"Saturday, August 27, 2011",336761
"Saturday, September 3, 2011",348582
"Saturday, September 10, 2011",328868
"Saturday, September 17, 2011",353820
"Saturday, September 24, 2011",328073
"Saturday, October 1, 2011",332394
"Saturday, October 8, 2011",405906
"Saturday, October 15, 2011",357562
"Saturday, October 22, 2011",377156
"Saturday, October 29, 2011",369647
"Saturday, November 5, 2011",402532
"Saturday, November 12, 2011",363016
"Saturday, November 19, 2011",440157
"Saturday, November 26, 2011",372640
"Saturday, December 3, 2011",528793
"Saturday, December 10, 2011",435863
"Saturday, December 17, 2011",421103
"Saturday, December 24, 2011",497689
"Saturday, December 31, 2011",540057
"Saturday, January 7, 2012",646219
"Saturday, January 14, 2012",525422
"Saturday, January 21, 2012",416880
"Saturday, January 28, 2012",422287
"Saturday, February 4, 2012",401365
"Saturday, February 11, 2012",365014
"Saturday, February 18, 2012",346659
"Saturday, February 25, 2012",334242
"Saturday, March 3, 2012",368433
"Saturday, March 10, 2012",340102
"Saturday, March 17, 2012",319498
"Saturday, March 24, 2012",323373
"Saturday, March 31, 2012",315800
"Saturday, April 7, 2012",390064
"Saturday, April 14, 2012",370482
"Saturday, April 21, 2012",370632
"Saturday, April 28, 2012",333476
"Saturday, May 5, 2012",341080
"Saturday, May 12, 2012",325094
"Saturday, May 19, 2012",330427
"Saturday, May 26, 2012",346260
"Saturday, June 2, 2012",324385
"Saturday, June 9, 2012",376610
"Saturday, June 16, 2012",364548
"Saturday, June 23, 2012",370521
"Saturday, June 30, 2012",369826
"Saturday, July 7, 2012",442192
"Saturday, July 14, 2012",455260
"Saturday, July 21, 2012",340780
"Saturday, July 28, 2012",312931
"Saturday, August 4, 2012",320219
"Saturday, August 11, 2012",317680
"Saturday, August 18, 2012",311857
"Saturday, August 25, 2012",312542
"Saturday, September 1, 2012",309537
"Saturday, September 8, 2012",299729
"Saturday, September 15, 2012",330454
"Saturday, September 22, 2012",303685
"Saturday, September 29, 2012",301046
"Saturday, October 6, 2012",329925
"Saturday, October 13, 2012",362730
"Saturday, October 20, 2012",345227
"Saturday, October 27, 2012",339924
"Saturday, November 3, 2012",361823
"Saturday, November 10, 2012",478551
"Saturday, November 17, 2012",403636
"Saturday, November 24, 2012",358865
"Saturday, December 1, 2012",500163
"Saturday, December 8, 2012",429191
"Saturday, December 15, 2012",401431
"Saturday, December 22, 2012",457584
"Saturday, December 29, 2012",490126
"Saturday, January 5, 2013",557424
"Saturday, January 12, 2013",558047
"Saturday, January 19, 2013",437360
"Saturday, January 26, 2013",369567
"Saturday, February 2, 2013",388708
"Saturday, February 9, 2013",361759
"Saturday, February 16, 2013",351087
"Saturday, February 23, 2013",310512
"Saturday, March 2, 2013",335794
"Saturday, March 9, 2013",317661
"Saturday, March 16, 2013",301471
"Saturday, March 23, 2013",316133
"Saturday, March 30, 2013",317494
"Saturday, April 6, 2013",356935
"Saturday, April 13, 2013",359415
"Saturday, April 20, 2013",326264
"Saturday, April 27, 2013",301622
"Saturday, May 4, 2013",301602
"Saturday, May 11, 2013",320253
"Saturday, May 18, 2013",303357
"Saturday, May 25, 2013",319508
"Saturday, June 1, 2013",294608
"Saturday, June 8, 2013",332964
"Saturday, June 15, 2013",336970
"Saturday, June 22, 2013",336901
"Saturday, June 29, 2013",335424
"Saturday, July 6, 2013",383811
"Saturday, July 13, 2013",410974
"Saturday, July 20, 2013",340457
"Saturday, July 27, 2013",281692
"Saturday, August 3, 2013",288861
"Saturday, August 10, 2013",282756
"Saturday, August 17, 2013",281164
"Saturday, August 24, 2013",279803
"Saturday, August 31, 2013",269359
"Saturday, September 7, 2013",229648
"Saturday, September 14, 2013",272946
"Saturday, September 21, 2013",255087
"Saturday, September 28, 2013",252196
"Saturday, October 5, 2013",335937
"Saturday, October 12, 2013",360957
"Saturday, October 19, 2013",312037
"Saturday, October 26, 2013",325326
"Saturday, November 2, 2013",331867
"Saturday, November 9, 2013",364167
"Saturday, November 16, 2013",327053
"Saturday, November 23, 2013",369197
"Saturday, November 30, 2013",321896
"Saturday, December 7, 2013",463413
"Saturday, December 14, 2013",414613
"Saturday, December 21, 2013",418272
"Saturday, December 28, 2013",452664
"Saturday, January 4, 2014",488537
"Saturday, January 11, 2014",534966
"Saturday, January 18, 2014",416116
"Saturday, January 25, 2014",357806
"Saturday, February 1, 2014",357742
"Saturday, February 8, 2014",360338
"Saturday, February 15, 2014",322761
"Saturday, February 22, 2014",312665
"Saturday, March 1, 2014",317832
"Saturday, March 8, 2014",302311
"Saturday, March 15, 2014",285970
"Saturday, March 22, 2014",274072
"Saturday, March 29, 2014",294862
"Saturday, April 5, 2014",299162
"Saturday, April 12, 2014",318793
"Saturday, April 19, 2014",299182
"Saturday, April 26, 2014",318127
"Saturday, May 3, 2014",288748
"Saturday, May 10, 2014",270738
"Saturday, May 17, 2014",287398
"Saturday, May 24, 2014",275412
"Saturday, May 31, 2014",264133
"Saturday, June 7, 2014",313371
"Saturday, June 14, 2014",301195
"Saturday, June 21, 2014",305029
"Saturday, June 28, 2014",305791
"Saturday, July 5, 2014",322753
"Saturday, July 12, 2014",370559
"Saturday, July 19, 2014",287049
"Saturday, July 26, 2014",257625
"Saturday, August 2, 2014",247877
"Saturday, August 9, 2014",269468
"Saturday, August 16, 2014",249463
"Saturday, August 23, 2014",249006
"Saturday, August 30, 2014",249780
"Saturday, September 6, 2014",234755
"Saturday, September 13, 2014",242318
"Saturday, September 20, 2014",239780
"Saturday, September 27, 2014",227571
"Saturday, October 4, 2014",257545
"Saturday, October 11, 2014",273756
"Saturday, October 18, 2014",256166
"Saturday, October 25, 2014",271331
"Saturday, November 1, 2014",266921
"Saturday, November 8, 2014",309338
"Saturday, November 15, 2014",286115
"Saturday, November 22, 2014",357202
"Saturday, November 29, 2014",294389
"Saturday, December 6, 2014",389284
"Saturday, December 13, 2014",327827
"Saturday, December 20, 2014",340827
"Saturday, December 27, 2014",389757
"Saturday, January 3, 2015",439342
"Saturday, January 10, 2015",529685
"Saturday, January 17, 2015",383538
"Saturday, January 24, 2015",281885
"Saturday, January 31, 2015",306643
"Saturday, February 7, 2015",324158
"Saturday, February 14, 2015",277904
"Saturday, February 21, 2015",280639
"Saturday, February 28, 2015",315566
"Saturday, March 7, 2015",277925
"Saturday, March 14, 2015",260242
"Saturday, March 21, 2015",248032
"Saturday, March 28, 2015",239748
"Saturday, April 4, 2015",253533
"Saturday, April 11, 2015",308173
"Saturday, April 18, 2015",279797
"Saturday, April 25, 2015",250780
"Saturday, May 2, 2015",236421
"Saturday, May 9, 2015",242882
"Saturday, May 16, 2015",243612
"Saturday, May 23, 2015",253454
"Saturday, May 30, 2015",230676
"Saturday, June 6, 2015",275619
"Saturday, June 13, 2015",258764
"Saturday, June 20, 2015",263199
"Saturday, June 27, 2015",274646
"Saturday, July 4, 2015",303585
"Saturday, July 11, 2015",344471
"Saturday, July 18, 2015",262949
"Saturday, July 25, 2015",230314
"Saturday, August 1, 2015",224104
"Saturday, August 8, 2015",239326
"Saturday, August 15, 2015",229251
"Saturday, August 22, 2015",226649
"Saturday, August 29, 2015",230079
"Saturday, September 5, 2015",232507
"Saturday, September 12, 2015",198903
"Saturday, September 19, 2015",219342
"Saturday, September 26, 2015",215116
"Saturday, October 3, 2015",227176
"Saturday, October 10, 2015",256522
"Saturday, October 17, 2015",232860
"Saturday, October 24, 2015",245365
"Saturday, October 31, 2015",258440
"Saturday, November 7, 2015",291098
"Saturday, November 14, 2015",264816
"Saturday, November 21, 2015",305424
"Saturday, November 28, 2015",262628
"Saturday, December 5, 2015",384491
"Saturday, December 12, 2015",313276
"Saturday, December 19, 2015",319641
"Saturday, December 26, 2015",346542
"Saturday, January 2, 2016",405368
"Saturday, January 9, 2016",502904
"Saturday, January 16, 2016",378747
"Saturday, January 23, 2016",295936
"Saturday, January 30, 2016",311940
"Saturday, February 6, 2016",290796
"Saturday, February 13, 2016",258380
"Saturday, February 20, 2016",248870
"Saturday, February 27, 2016",265802
"Saturday, March 5, 2016",247628
"Saturday, March 12, 2016",236888
"Saturday, March 19, 2016",230882
"Saturday, March 26, 2016",235716
"Saturday, April 2, 2016",245035
"Saturday, April 9, 2016",270419
"Saturday, April 16, 2016",242400
"Saturday, April 23, 2016",245040
"Saturday, April 30, 2016",243392
"Saturday, May 7, 2016",261899
"Saturday, May 14, 2016",244869
"Saturday, May 21, 2016",240798
"Saturday, May 28, 2016",246740
"Saturday, June 4, 2016",232300
"Saturday, June 11, 2016",266277
"Saturday, June 18, 2016",247968
"Saturday, June 25, 2016",263662
"Saturday, July 2, 2016",267437
"Saturday, July 9, 2016",298673
"Saturday, July 16, 2016",268526
"Saturday, July 23, 2016",231925
"Saturday, July 30, 2016",219202
"Saturday, August 6, 2016",231542
"Saturday, August 13, 2016",219570
"Saturday, August 20, 2016",217011
"Saturday, August 27, 2016",215688
"Saturday, September 3, 2016",217715
"Saturday, September 10, 2016",193291
"Saturday, September 17, 2016",205649
"Saturday, September 24, 2016",198455
"Saturday, October 1, 2016",200456
"Saturday, October 8, 2016",238581
"Saturday, October 15, 2016",233633
"Saturday, October 22, 2016",237314
"Saturday, October 29, 2016",245751
"Saturday, November 5, 2016",258608
"Saturday, November 12, 2016",223770
"Saturday, November 19, 2016",287794
"Saturday, November 26, 2016",249774
"Saturday, December 3, 2016",351580
"Saturday, December 10, 2016",305268
"Saturday, December 17, 2016",315068
"Saturday, December 24, 2016",343213
"Saturday, December 31, 2016",350561
"Saturday, January 7, 2017",414742
"Saturday, January 14, 2017",352799
"Saturday, January 21, 2017",284030
"Saturday, January 28, 2017",280983
"Saturday, February 4, 2017",259713
"Saturday, February 11, 2017",245886
"Saturday, February 18, 2017",239322
"Saturday, February 25, 2017",212829
"Saturday, March 4, 2017",243959
"Saturday, March 11, 2017",222227
"Saturday, March 18, 2017",224693
"Saturday, March 25, 2017",228269
"Saturday, April 1, 2017",208347
"Saturday, April 8, 2017",239823
"Saturday, April 15, 2017",225864
"Saturday, April 22, 2017",241611
"Saturday, April 29, 2017",210955
"Saturday, May 6, 2017",215040
"Saturday, May 13, 2017",206905
"Saturday, May 20, 2017",210544
"Saturday, May 27, 2017",232138
"Saturday, June 3, 2017",212696
"Saturday, June 10, 2017",234652
"Saturday, June 17, 2017",228883
"Saturday, June 24, 2017",239635
"Saturday, July 1, 2017",252886
"Saturday, July 8, 2017",284329
"Saturday, July 15, 2017",257763
"Saturday, July 22, 2017",220455
"Saturday, July 29, 2017",198776
"Saturday, August 5, 2017",211924
"Saturday, August 12, 2017",198280
"Saturday, August 19, 2017",195130
"Saturday, August 26, 2017",196227
"Saturday, September 2, 2017",250627
"Saturday, September 9, 2017",211923
"Saturday, September 16, 2017",212313
"Saturday, September 23, 2017",212987
"Saturday, September 30, 2017",204180
"Saturday, October 7, 2017",229241
"Saturday, October 14, 2017",205592
"Saturday, October 21, 2017",216004
"Saturday, October 28, 2017",215977
"Saturday, November 4, 2017",242111
"Saturday, November 11, 2017",236654
"Saturday, November 18, 2017",275004
"Saturday, November 25, 2017",224851
"Saturday, December 2, 2017",326052
"Saturday, December 9, 2017",282055
"Saturday, December 16, 2017",287479
"Saturday, December 23, 2017",325180
"Saturday, December 30, 2017",351500
"Saturday, January 6, 2018",403930
"Saturday, January 13, 2018",354708
"Saturday, January 20, 2018",260432
"Saturday, January 27, 2018",268197
"Saturday, February 3, 2018",243422
"Saturday, February 10, 2018",233252
"Saturday, February 17, 2018",212609
"Saturday, February 24, 2018",196294
"Saturday, March 3, 2018",225893
"Saturday, March 10, 2018",205185
"Saturday, March 17, 2018",198649
"Saturday, March 24, 2018",195433
"Saturday, March 31, 2018",201057
"Saturday, April 7, 2018",231759
"Saturday, April 14, 2018",226090
"Saturday, April 21, 2018",200139
"Saturday, April 28, 2018",186451
"Saturday, May 5, 2018",190262
"Saturday, May 12, 2018",195214
"Saturday, May 19, 2018",207043
"Saturday, May 26, 2018",202846
"Saturday, June 2, 2018",191523
"Saturday, June 9, 2018",217289
"Saturday, June 16, 2018",206023
"Saturday, June 23, 2018",222766
"Saturday, June 30, 2018",231539
"Saturday, July 7, 2018",264869
"Saturday, July 14, 2018",232238
"Saturday, July 21, 2018",201288
"Saturday, July 28, 2018",179880
"Saturday, August 4, 2018",185174
"Saturday, August 11, 2018",180038
"Saturday, August 18, 2018",173331
"Saturday, August 25, 2018",175745
"Saturday, September 1, 2018",173607
"Saturday, September 8, 2018",162640
"Saturday, September 15, 2018",173624
"Saturday, September 22, 2018",172930
"Saturday, September 29, 2018",171816
"Saturday, October 6, 2018",193936
"Saturday, October 13, 2018",190501
"Saturday, October 20, 2018",198733
"Saturday, October 27, 2018",198530
"Saturday, November 3, 2018",214814
"Saturday, November 10, 2018",235981
"Saturday, November 17, 2018",226576
"Saturday, November 24, 2018",218658
"Saturday, December 1, 2018",317936
"Saturday, December 8, 2018",261525
"Saturday, December 15, 2018",255195
"Saturday, December 22, 2018",291581
