﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
spotify:track:4wXUhfW8mXFbvga8KVcozJ,Railroad Cancellation,Don Caballero,World Class Listening Problem,1,7,316213,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-17T08:52:42Z
spotify:track:6CGVSfryEulCEXvSXFO6A8,The Peter Criss Jazz,Don Caballero,American Don,1,2,636280,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-17T09:00:51Z
spotify:track:0dcu28YT8cXZH7JTIraszp,Starting Over,LSD and the Search for God,LSD and the Search for God,1,4,304240,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-17T17:32:36Z
spotify:track:50YXixoQGzhFbMImtSDFKK,Mr Disco - 2015 Remaster,New Order,Technique,1,7,261786,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-17T19:22:24Z
spotify:track:6Ps04Nfh2PySU4fIPZWxrU,A Rush and a Push and the Land Is Ours - 2011 Remaster,The Smiths,"Strangeways, Here We Come",1,1,183013,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-18T05:56:56Z
spotify:track:01q4ccXbvPlCwZ1fPiFaeM,Girlfriend in a Coma - 2011 Remaster,The Smiths,"Strangeways, Here We Come",1,4,122760,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-18T08:42:29Z
spotify:track:1Nov3Bi6sKCDnnuhjPJTCY,Death of a Disco Dancer - 2011 Remaster,The Smiths,"Strangeways, Here We Come",1,3,326253,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-18T08:49:33Z
spotify:track:5ZyrpDrjTtHyohGB6w8VOr,Seekers Who Are Lovers,Cocteau Twins,Milk & Kisses,1,10,285173,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-19T07:05:54Z
spotify:track:6YQSQ6CQN4pIcXEiOqoH8x,This Time,LSD and the Search for God,LSD and the Search for God,1,1,198773,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-19T09:52:16Z
spotify:track:4DndxfTMIENUv4mSdDbFLb,I Don't Care,LSD and the Search for God,LSD and the Search for God,1,2,242133,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-19T09:52:16Z
spotify:track:1n81O3JbtacH7tYE04B5RX,Backwards,LSD and the Search for God,LSD and the Search for God,1,3,258746,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-19T09:52:16Z
spotify:track:7DBP6FQF3gOHg4DO6Vbl9C,Starshine,LSD and the Search for God,LSD and the Search for God,1,5,319400,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-19T09:52:16Z
spotify:track:7qnSmz4abtOXKuYhaRYuPv,Prélude à Go Round,Cortex,Troupeau bleu,1,5,240360,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-21T08:21:58Z
spotify:track:1Ma06PrhbT07YFTlM48rAK,Lose My Breath,My Bloody Valentine,Isn't Anything,1,2,217626,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-26T11:37:27Z
spotify:track:1xyEZ7bacBb97ucPS7PXMM,Xtal,Aphex Twin,Selected Ambient Works 85-92,1,1,294053,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-27T21:10:02Z
spotify:track:0tG7g65TWC8rw2xkdLjf6X,I Didn't Know,Skinshape,I Didn't Know,1,1,218626,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-28T18:59:37Z
spotify:track:1jbBVMIECtAl4R7F9DsBAD,Terrific As Terrific Gets,Enjoy,Gold,1,9,254960,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-03-29T02:25:01Z
spotify:track:20uTtYBcPrJOQa3U1g7Sij,Pause,Stereolab,Transient Random-Noise Bursts With Announcements,1,6,322746,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T04:24:45Z
spotify:track:7p4VsmsSrh4ijfiRKwolFN,Our Trinitone Blast,Stereolab,Transient Random-Noise Bursts With Announcements,1,2,227426,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T04:24:50Z
spotify:track:0Ovffo11FVfm4Xf1bef9KK,Catholic Block,Sonic Youth,Sister,1,2,206426,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T04:24:53Z
spotify:track:22t3vCXfjQhIiXzGVSZNOz,Schizophrenia,Sonic Youth,Sister,1,1,278400,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T04:24:57Z
spotify:track:2PG26cmJdlT9xNAhdiHaaJ,Bennington (2007),John Maus,A Collection of Rarities and Previously Unreleased Material,1,6,193013,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T04:25:04Z
spotify:track:3OZWs8UxrIWMnoP28I3ZQe,Tone Burst,Stereolab,Transient Random-Noise Bursts With Announcements,1,1,334880,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T04:25:12Z
spotify:track:6R86HAJoZ7NtPm8iwgvJxp,Crest,Stereolab,Transient Random-Noise Bursts With Announcements,1,9,364346,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T04:42:43Z
spotify:track:04cdEVbQPb8BJb7593e5fO,What a Wonderful World,Joey Ramone,Don't Worry About Me,1,1,143360,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-01T23:27:53Z
spotify:track:3TiCuJiisBOB9HzKAM6FDG,Oh Honey,Delegation,Oh Honey,1,1,356200,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-02T01:44:46Z
spotify:track:6psC59ooTxage8npmtg74G,Do The Astral Plane,Flying Lotus,Cosmogramma,1,10,237920,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-06T06:42:19Z
spotify:track:38ZKbVHXf2HcJ0KyIc92FW,Blue Skied An' Clear,Slowdive,Pygmalion,1,8,414413,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-06T23:02:45Z
spotify:track:7xg9b28P8jWrFYeBIV0obu,No Top Intro,"Jonah24, Mal-V",When the Sun Is Blinding,1,1,181088,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-07T04:46:36Z
spotify:track:76AyW9AahQOs3iTJvLrNnB,Claw My Eyes,Jonah24,When the Sun Is Blinding,1,3,167235,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-07T04:54:25Z
spotify:track:60Pe9j2pCBa4Zp4ztf5nhd,Windowlicker,Aphex Twin,Windowlicker,1,1,368400,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-08T23:03:53Z
spotify:track:4JTOXfltCmoPoOqNUjV1BV,Formula,Aphex Twin,Windowlicker,1,2,347080,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-08T23:03:53Z
spotify:track:3sUVNEHBQJSb4qRyQ4ahwK,Nannou,Aphex Twin,Windowlicker,1,3,255773,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-08T23:03:53Z
spotify:track:7yqad3MMDrKWp1R32rRzxo,Lansana's Priestess,Donald Byrd,Street Lady,1,1,459466,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-09T06:45:09Z
spotify:track:40YIlIphKxoLvliU0g35vH,We Have All The Time,Milton Hamilton,The Soul of Disco Vol.1 compiled by Joey Negro & Sean P,1,5,379453,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-09T06:51:29Z
spotify:track:3JdvEIcI6e6Ovi7bGJO1b1,Cow Cud Is A Twin,Aphex Twin,...I Care Because You Do,1,11,333600,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-11T01:19:26Z
spotify:track:4ji8LGXhGlOdgiNy6X0Uzq,IZ-US,Aphex Twin,Come To Daddy,1,8,176866,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-11T01:19:31Z
spotify:track:0kTFih0KgkqV6kHmI7cymS,Finger Bib,Aphex Twin,Richard D. James Album,1,4,228906,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-11T01:19:36Z
spotify:track:4NvOG1IZfx5aODE2wczmO3,4,Aphex Twin,Richard D. James Album,1,1,216200,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-11T01:19:41Z
spotify:track:5KZ27CGfQgrZ3ArxAtL7mt,アンチ技術のマジェスティックビューティー,Nmesh,ロストエデンへのパス,1,2,373510,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-13T13:37:51Z
spotify:track:3FhMNRXHWfqybKWwt3alIt,Iron Man,Stereolab,Aluminum Tunes [Switched On Volume 3],1,7,207138,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-13T20:55:36Z
spotify:track:1zlIbvdS0CysRESvMC7BO7,The Incredible He Woman,Stereolab,Aluminum Tunes [Switched On Volume 3],1,25,212976,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-13T20:56:35Z
spotify:track:6CcgkjU9891S2S4lHKXaYh,Pet Sounds - Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),1,12,143440,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:24:48Z
spotify:track:3Ev5ATks540KaOFTjIH97S,Here Today - Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),1,10,175266,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:24:55Z
spotify:track:3GsgJI1aBrvUtqX8f3MhKT,Let's Go Away For A While - Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),1,6,141226,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:25:02Z
spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,Sloop John B - Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),1,7,180133,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:25:07Z
spotify:track:6gDRRyg6bSODdwbuUBupoU,Don't Talk (Put Your Head On My Shoulder) - Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),1,4,174293,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:25:13Z
spotify:track:2Bjic7K9fTNS8pYuMXq8Va,I'm Waiting For The Day - Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),1,5,186306,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:25:17Z
spotify:track:4fJtDPJ2NiLfFfZfu8HyYc,You Still Believe In Me - Remastered,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),1,2,154960,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:25:25Z
spotify:track:3fRrUUPanylCnsMBUQUmXB,Be Mine (Or Be A Fool),The Penguins,The Best Of The Penguins,1,8,164866,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:26:46Z
spotify:track:2Me9TBqo4vTPkTb8KyvbRe,Memories Of El Monte,The Penguins,Unforgettable Songs,1,28,165744,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:26:55Z
spotify:track:20ZvzoDSefcZo6bj10jgGC,Joga,Björk,Homogenic,1,2,305666,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:27:00Z
spotify:track:1TtmEexOoL27br2q8ifxBl,Unravel,Björk,Homogenic,1,3,197973,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:27:04Z
spotify:track:3mtQQLpGwnIuYMgGADBlGz,Kerosene,Big Black,Atomizer (Remastered),1,4,363906,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:27:12Z
spotify:track:2lpWykHIgS3lOhX5aHrrmc,Passing Complexion,Big Black,Atomizer (Remastered),1,2,183786,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-15T14:27:18Z
spotify:track:6aRy3XEJMq9SeZKz2pV9q4,Voilà,Françoise Hardy,Ma jeunesse fout l'camp,1,11,202533,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T06:19:38Z
spotify:track:7pDOkRYlGiLodel5IiTsKV,Ma jeunesse fout le camp,Françoise Hardy,Ma jeunesse fout l'camp,1,1,187706,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T06:19:46Z
spotify:track:0ygtTjhfqqteJFH3KJ9A9o,Lonesome Town - Remasterisé en 2016,Françoise Hardy,En anglais (Remasterisé en 2016),1,4,127266,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T06:24:28Z
spotify:track:0la7tBQnYxKLInslhmPr6h,All the Way - 2015 Remaster,New Order,Technique,1,2,204506,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T07:00:37Z
spotify:track:6MhvA51DJ1gG5AZztMD9bP,Round & Round - 2015 Remaster,New Order,Technique,1,4,271906,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T07:05:06Z
spotify:track:4oX5RBbeNrLsMVSWs1eO2E,Run - 2015 Remaster,New Order,Technique,1,6,271706,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T07:13:59Z
spotify:track:5MhPQp9UK0GUiQ0vGvj7Zt,Mobbin',"Peanut Butter Wolf, Persevere, Vin Roc",My Vinyl Weighs a Ton,1,21,190373,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T19:04:42Z
spotify:track:1TL68g74BhouSCkz6SjXNQ,Run The Line,"Peanut Butter Wolf, Rasco",My Vinyl Weighs a Ton,1,18,321653,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T19:05:01Z
spotify:track:209r0VNkLHuAMVnJ97AdaY,Pictures of You,The Cure,Disintegration,1,2,448466,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T21:02:27Z
spotify:track:7MkWXuDcqo09FmVut8Ugkl,Plainsong,The Cure,Disintegration,1,1,317346,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T21:02:32Z
spotify:track:7oNg2UTfQIs0IafmyzRc0g,Lullaby,The Cure,Disintegration,1,6,249880,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-17T23:29:31Z
spotify:track:2Uovs7m5wttaD4qkr8vrzo,Twenty One,The Cranberries,No Need To Argue,1,3,187906,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-18T06:17:39Z
spotify:track:2diC2THH55uAw4GGpZQjwn,POKKA POKKA,Fishmans,宇宙 日本 世田谷,1,1,244640,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-18T22:32:44Z
spotify:track:682TDtMAq9UcKN0QqVN019,WEATHER REPORT,Fishmans,宇宙 日本 世田谷,1,2,522253,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-18T22:37:38Z
spotify:track:0msOgZw6XpjSXTyNr6Jkd8,IN THE FLIGHT,Fishmans,宇宙 日本 世田谷,1,4,336720,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-19T02:08:25Z
spotify:track:4iUgeqlt2Fks3nCZOYyTeQ,Closedown,The Cure,Disintegration,1,3,258853,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:6EzSoYhar0mao5LV9i0uFh,Lovesong,The Cure,Disintegration,1,4,209573,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:43Bvx81eKdmyURJwAIR19L,Last Dance,The Cure,Disintegration,1,5,285066,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:49gCfmOmL7FOflCHMC5Nz2,Fascination Street,The Cure,Disintegration,1,7,316173,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:2430ijmTT7H9md0i8YuwYf,Prayers for Rain,The Cure,Disintegration,1,8,368306,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:05d90KDSSlsK7I0ihRJRv1,The Same Deep Water as You,The Cure,Disintegration,1,9,562906,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:3UhLbKTnEqjRiZyKhzkRyD,Disintegration,The Cure,Disintegration,1,10,499973,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:6pjeFxuw6VLDqhYUKNEuvH,Homesick,The Cure,Disintegration,1,11,427280,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:3KwSkeKjuTRSwcN5cGp2ym,Untitled,The Cure,Disintegration,1,12,393093,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-21T05:30:15Z
spotify:track:3clIHVzJ9J2rvvrFUKLICo,She Bangs the Drums - Remastered,The Stone Roses,The Stone Roses,1,2,232333,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-24T05:57:02Z
spotify:track:4CWgqHRJjDLd2PCedMz8eY,Waterfall - Remastered,The Stone Roses,The Stone Roses,1,3,278826,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-24T05:57:09Z
spotify:track:7wpZtCc7Zirn1muGvxdn0e,What More Can I Say,The Notations,Still Here: 1967-1973,1,6,200506,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-27T01:01:19Z
spotify:track:3Umg8CDhO8dOSj7yBTInYb,Within You Without You - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),1,8,304666,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-27T03:46:17Z
spotify:track:3TgllRVZILuazs3SBNUuHp,Même sous la pluie,Françoise Hardy,La question,1,3,125333,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-29T22:22:08Z
spotify:track:2MPn7182zQu5LzTH3R18jL,Chanson d'O,Françoise Hardy,La question,1,4,196866,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-29T22:25:01Z
spotify:track:7Ez1zysU9bUzvgKP7hbZ9P,Le martien,Françoise Hardy,La question,1,5,168066,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-29T22:37:55Z
spotify:track:0mdSF8ib6EUuWFjXzQHeyC,Viens là,Françoise Hardy,Ma jeunesse fout l'camp,1,2,150733,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-29T23:56:18Z
spotify:track:29GuoJqjg7aMxUmEO3XLEp,Comment te dire adieu - It Hurts to Say Goodbye,Françoise Hardy,Comment te dire adieu ?,1,1,146333,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-30T05:28:55Z
spotify:track:64irhSsbRwPMZxEd4plNok,Off You,The Breeders,Title TK,1,3,295666,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-30T07:53:27Z
spotify:track:0WFOeiCB7bchfk39DprrcJ,I Am in Love,Jennifer Lara,Studio One Presents Jennifer Lara,1,11,318493,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-04-30T19:36:18Z
spotify:track:7757i6x2MOzIXrRKoNctIH,Où va la chance,Françoise Hardy,Comment te dire adieu ?,1,2,194306,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:3Knc5zT24bvPZdhmZQsOC1,L'anamour,Françoise Hardy,Comment te dire adieu ?,1,3,133600,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:0zNMwL1RFQWkcYUPGTUFhs,Suzanne,Françoise Hardy,Comment te dire adieu ?,1,4,188266,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:23kCyWgTgFCBjqqZXOKND3,Il n'y a pas d'amour heureux,Françoise Hardy,Comment te dire adieu ?,1,5,145306,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:0rs0isRlV0szlmcuCXDQit,La mésange,Françoise Hardy,Comment te dire adieu ?,1,6,136293,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:4VhV9tlDHAiu9tQAa8qR8W,Parlez-moi de lui,Françoise Hardy,Comment te dire adieu ?,1,7,156600,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:7a91bHbW5L2iAEcCU3LILT,À quoi ça sert,Françoise Hardy,Comment te dire adieu ?,1,8,210666,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:4o9CVFUAuONhq588L039GM,Il vaut mieux une petite maison dans la main qu'un grand château dans les nuages,Françoise Hardy,Comment te dire adieu ?,1,9,143373,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:3J7Q9QCgHc04S2qdam2ZKS,La rue des coeurs perdus,Françoise Hardy,Comment te dire adieu ?,1,10,126693,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:31b2YhRclGUk85xzwqxSdu,"Etonnez-moi, Benoît - Version Single",Françoise Hardy,Comment te dire adieu ?,1,11,182773,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:76JkZXKYCJxM8gUkYt5W68,"La mer, les étoiles et le vent",Françoise Hardy,Comment te dire adieu ?,1,12,111493,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T04:40:06Z
spotify:track:01h0v6hhjIlTXwyYoGsIyn,Never Late Again,George Clanton,100% Electronica,1,1,251159,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T09:15:09Z
spotify:track:59dHTyuQaz6IQHgXyJ2AZx,Did I Flounder?,George Clanton,100% Electronica,1,3,239518,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T09:21:32Z
spotify:track:06KfJvxTq7GFzGIr0tRwPE,Bleed,George Clanton,100% Electronica,1,6,305875,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T10:15:30Z
spotify:track:6fKB01j5lQWLofLbAwE8Ij,Kill You in Bed,George Clanton,100% Electronica,1,10,319509,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-01T13:55:30Z
spotify:track:6Sbv9xuCZQOyNDlIiVqQpL,Ton meilleur ami - Remastered,Françoise Hardy,Tous les garçons et les filles (Remastered),1,7,127384,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-02T05:22:27Z
spotify:track:1gTAcTV5QWHr0WrpIymqn8,I Wish You Would - 2015 Remaster,David Bowie,PinUps (2015 Remastered Version),1,3,168480,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T00:47:38Z
spotify:track:1dk9qcBmmeyNN2iqDlqmHw,Oui je dis adieu,Françoise Hardy,La question,1,7,235666,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T01:04:18Z
spotify:track:5QmolkpuE6IfPdr7j2MGn5,Celestica,Crystal Castles,(II),1,2,228400,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:25:53Z
spotify:track:1XKIRSjDflLr7BQbJpvIEW,Fainting Spells,Crystal Castles,(II),1,1,161600,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:1uULPX0Bvz4ksJRrA2upxu,Doe Deer,Crystal Castles,(II),1,3,95680,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:1Ow9ZsMYJ1XmaXmUeKYJGT,Baptism,Crystal Castles,(II),1,4,251440,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:4QzNFWqq1BIwHxyZmFYzQU,Year Of Silence,Crystal Castles,(II),1,5,292080,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:1L0EA6BegmM4KMwTHmSHux,Empathy,Crystal Castles,(II),1,6,249520,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:33ZJkoSI4m9RzT4rZUthGn,Suffocation,Crystal Castles,(II),1,7,240626,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:0LF49NfzvWPZuTZceBrDGp,Violent Dreams,Crystal Castles,(II),1,8,273493,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:6oLsXoOpnhrvFMtO7H9L1f,Vietnam,Crystal Castles,(II),1,9,306453,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:2LAXb6SaMMNVHwD4VwmNZi,Birds,Crystal Castles,(II),1,10,149386,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:2RuNFmIS9tzrEMRBeVFt5c,Pap Smear,Crystal Castles,(II),1,11,221093,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:2zR85kwGgnHaWIL9hI0zXM,Intimate,Crystal Castles,(II),1,13,284826,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:4hsfPHPJN1IefNvxooBvHO,I Am Made Of Chalk,Crystal Castles,(II),1,14,189386,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:03Z
spotify:track:5kCWUfblMC2xdBruW7PeuC,Untrust Us,Crystal Castles,Crystal Castles,1,1,186373,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:1gb9zMcEcCx8A4uPUfzLY3,Alice Practice,Crystal Castles,Crystal Castles,1,2,161373,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:3yQFmN8A5S8Kf1nUJuvb01,Crimewave,Crystal Castles,Crystal Castles,1,3,258453,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:19oZLKpaVrwGcrszrTKV56,Magic Spells,Crystal Castles,Crystal Castles,1,4,366866,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:3NdXtbAxnd4yd26sLEGS1y,xxzxcuzx me,Crystal Castles,Crystal Castles,1,5,113800,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:2XlX9lecuf3Y14fzLYOxmu,Air War,Crystal Castles,Crystal Castles,1,6,252266,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:67Ia7MVouVS8zXRfXIsULo,Courtship Dating,Crystal Castles,Crystal Castles,1,7,210453,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:6R3V3Uz1rZ6mhNRHi23QpK,Good Time,Crystal Castles,Crystal Castles,1,8,175520,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:2SldImPYsxx7E5ieMQSKT6,1991,Crystal Castles,Crystal Castles,1,9,113506,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
spotify:track:0exOxvY3iHsmAnGHiJYAZq,Vanished,Crystal Castles,Crystal Castles,1,10,242960,spotify:user:22vkvr3mkvyfxgt32egz7fmmy,2019-05-03T02:26:15Z
