﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:1F1QmI8TMHir9SUFrooq5F","Buff Baby","tobi lou","tobi lou and the Loop - EP","1","2","215384","spotify:user:jmlern16","2018-11-17T00:58:59Z"
"spotify:track:0F58GE2TtHBim5o4ZTQUwK","Peach Fuzz","Tyler, The Creator","Peach Fuzz","1","1","156546","spotify:user:jmlern16","2018-11-16T03:14:51Z"
"spotify:track:4WC72P8F0CnYmqoPYQ7JDD","Bottom of the Bottle (feat. August Alsina & Lil Wayne)","Curren$y, August Alsina, Lil Wayne","Canal Street Confidential (Deluxe)","1","7","238338","spotify:user:jmlern16","2018-11-16T03:14:54Z"
"spotify:track:4gX5wWBuArhoyV17bVPeBb","Can I Live feat. Mac Miller","Casey Veggies, Mac Miller","Sleeping in Class","1","15","237365","spotify:user:jmlern16","2018-11-16T03:14:58Z"
"spotify:track:61oqzUM14vEnW5pV9f3qOc","Come Inside (Kaytranada Edit)","Lou Phelps, KAYTRANADA, Jazz Cartier","Come Inside (Kaytranada Edit)","1","1","266599","spotify:user:jmlern16","2018-11-16T03:15:26Z"
"spotify:track:1rfGO3N4DPGodJLSSY9Re5","Sticky","Ravyn Lenae","Sticky","1","1","196754","spotify:user:jmlern16","2018-11-16T03:15:14Z"
"spotify:track:1HA2V2EfAgJUBVOju4YfiB","Just A Stranger (feat. Steve Lacy)","Kali Uchis, Steve Lacy","Isolation","1","3","177697","spotify:user:jmlern16","2018-11-16T03:16:18Z"
"spotify:track:01bfHCsUTwydXCHP1VoLlI","Roll (Burbank Funk)","The Internet","Hive Mind","1","2","191026","spotify:user:jmlern16","2018-11-16T03:16:31Z"
"spotify:track:1cBs15tQeh4ewFqlwndESK","LSD (feat. Chance The Rapper)","Jamila Woods, Chance the Rapper","HEAVN","1","10","208329","spotify:user:jmlern16","2018-11-16T03:16:37Z"
"spotify:track:4YdRnTnXYwgI48kkzWy6uk","BUSY / SIRENS","Saba, theMIND","CARE FOR ME","1","1","329541","spotify:user:jmlern16","2018-11-16T03:18:39Z"
"spotify:track:16DHWSDlEa5K0JbMHnuMXM","Stay Right Here","Saba, Xavier Omär, Mick Jenkins","Stay Right Here","1","1","210133","spotify:user:jmlern16","2018-11-16T03:19:04Z"
"spotify:track:5x886ETFn4nUihXbxlO3cb","Understood","Mick Jenkins","Pieces of a Man","1","16","208570","spotify:user:jmlern16","2018-11-16T03:19:19Z"
"spotify:track:2aIFp8ww0MSsLQokxhGCAz","Padded Locks (feat. Ghostface Killah)","Mick Jenkins, Ghostface Killah","Pieces of a Man","1","9","225592","spotify:user:jmlern16","2018-11-16T03:20:15Z"
"spotify:track:4FZOSDwALdWxcGcRbwXWJ8","Tyrant (feat. Jorja Smith)","Kali Uchis, Jorja Smith","Isolation","1","6","204289","spotify:user:jmlern16","2018-11-16T03:20:27Z"
"spotify:track:6m6R6O2BOZDCNymhJ45spI","Loner","Kali Uchis","Por Vida","1","9","212000","spotify:user:jmlern16","2018-11-16T03:20:46Z"
"spotify:track:6FBzhcfgGacfXF3AmtfEaX","C U Girl","Steve Lacy","C U Girl","1","1","129697","spotify:user:jmlern16","2018-11-16T03:21:26Z"
"spotify:track:39xVzbZDVYROIkoI0wJU7k","Closer (Ode 2 U)","Ravyn Lenae","Crush EP","1","2","196036","spotify:user:jmlern16","2018-11-16T03:22:05Z"
"spotify:track:2NRGaA1GyCmTYfm2GRPkUe","Fine China","Future, Juice WRLD","Fine China","1","1","142320","spotify:user:jmlern16","2018-11-16T03:22:26Z"
"spotify:track:1OxL1FWSEd7QmJoWLRP2NO","On My Mind (Jorja Smith X Preditah)","Jorja Smith, Preditah","On My Mind (Jorja Smith X Preditah)","1","1","181509","spotify:user:jmlern16","2018-11-16T03:23:06Z"
"spotify:track:4mFpq2tEmxVHFdCpT81mAW","Moral (feat. Maxo Kream)","IDK, Maxo Kream","Moral (feat. Maxo Kream)","1","1","162298","spotify:user:jmlern16","2018-11-16T03:23:49Z"
"spotify:track:1jzIJcHCXneHw7ojC6LXiF","Potato Salad","Tyler, The Creator, A$AP Rocky","Potato Salad","1","1","182493","spotify:user:jmlern16","2018-11-16T03:24:05Z"
"spotify:track:47Bg6IrMed1GPbxRgwH2aC","Best Friend","Rex Orange County","Best Friend","1","1","262231","spotify:user:jmlern16","2018-11-16T03:24:22Z"
"spotify:track:3PbV3ocgAp3Xn0omGFC0cG","Untitled","Rex Orange County","Apricot Princess","1","5","135706","spotify:user:jmlern16","2018-11-16T03:24:35Z"
"spotify:track:5mIOsPuQdXchVY0jB5NO9Q","4EVER","Clairo","4EVER","1","1","159595","spotify:user:jmlern16","2018-11-16T03:25:05Z"
"spotify:track:2lvOt6VAufWlstrqutilVb","Fire Starter","Trippie Redd, Emani 22","A Love Letter To You 3","1","2","157500","spotify:user:jmlern16","2018-11-16T03:25:28Z"
"spotify:track:788NX6uCNEVuZW8x5BkQqM","Like Dat","Kodak Black","Institution","1","18","200097","spotify:user:jmlern16","2018-11-16T03:26:43Z"
"spotify:track:3oiN3EgsL0c8aVVS3FN0h4","Crew REMIX","GoldLink, Gucci Mane, Brent Faiyaz, Shy Glizzy","Crew (Remixes)","1","1","240375","spotify:user:jmlern16","2018-11-16T03:29:58Z"
"spotify:track:0LmMlHabzcZ65OBZ37fbpW","Spectrum","GoldLink","Spectrum","1","1","191374","spotify:user:jmlern16","2018-11-16T03:30:24Z"
"spotify:track:6ocxCGYgcmZhCeTT1yuNkt","I Gotta Find Peace of Mind - Live","Ms. Lauryn Hill","MTV Unplugged No. 2.0","1","13","558973","spotify:user:jmlern16","2018-11-16T03:31:17Z"
"spotify:track:0uEp9E98JB5awlA084uaIg","Doo Wop (That Thing)","Ms. Lauryn Hill","The Miseducation of Lauryn Hill","1","5","320266","spotify:user:jmlern16","2018-11-16T03:31:49Z"
"spotify:track:1otG6j1WHNvl9WgXLWkHTo","After The Storm (feat. Tyler, The Creator & Bootsy Collins)","Kali Uchis, Tyler, The Creator, Bootsy Collins","Isolation","1","13","207454","spotify:user:jmlern16","2018-11-16T03:33:42Z"
"spotify:track:5oJAaPRS2EzNIc8EWIbucE","Miami (feat. BIA)","Kali Uchis, BIA","Isolation","1","2","243864","spotify:user:jmlern16","2018-11-16T03:42:15Z"
"spotify:track:6OyDjQiFgIX4JnnfQ9zYf8","Troop (feat. Smino)","tobi lou, Smino","Troop (feat. Smino)","1","1","266181","spotify:user:jmlern16","2018-11-17T01:00:49Z"
"spotify:track:5KNoyjCDbXVPhzAX3CZsnC","Happy Birthday (feat. SZA & Isaiah Rashad)","Childish Major, SZA, Isaiah Rashad","WOO$AH","1","6","182692","spotify:user:jmlern16","2018-11-20T22:09:39Z"
"spotify:track:0WE8YTl6GAVHnkfvMfci98","Drinkee","Sofi Tukker","Drinkee","1","1","297507","spotify:user:jmlern16","2018-11-21T07:34:05Z"
"spotify:track:33aMIf2dRy8Fs95Q3W8IAl","Khlorine (feat. Smino)","Sango, Smino","Khlorine","1","1","230701","spotify:user:jmlern16","2018-11-21T22:50:12Z"
